title,company,location,how_old,link
Desenvolvedor(a) Back-end Python Sênior,GeekHunter,"Florianópolis, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ff95347382eaae67&fccid=9ba8dec3013c0c90&vjs=3
ANALISTA DE PROTOCOLOS EMBARCADOS JR (QUERÊNCIA-MT),Solinftec,"Querência, MT",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f383653362b83136&fccid=c56c3b08f4b72656&vjs=3
Jr. QA Engineer,Wex Europe Services Ltd,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=b2d0ac847ed345ae&fccid=67cf6319601a0310&vjs=3
Jr. QA Engineer,WEX Inc.,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06af9299a223e31a&fccid=c9538b927313f8e0&vjs=3
Especialista em Modelagem Estatística (Crédito) | REALIZE,REALIZE CFI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9daecd4d0780825e&fccid=e4bcb81ca9203d45&vjs=3
Senior Software Engineer (Python/Go/Kubernetes),Canonical - Jobs,,Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=06e96aa5f900a0b4&fccid=d40b824c7b625849&vjs=3
Engenheiro (a) de Software,Itaú,"São Paulo, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=ee62bee1e1994852&fccid=df3b23afae2f3514&vjs=3
(Delivery Center - JPA) SCA de Desenvolvimento Sênior,Minsait an Indra Company,"João Pessoa, PB",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=5b76853ec98c715f&fccid=dd616958bd9ddc12&vjs=3
Analista de Sistemas / Desenvolvedor,Viação Ouro e Prata,"Porto Alegre, RS",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=7aacb2b7b81ccd37&fccid=b175365414b6463a&vjs=3
Assistente de Robotic Process Automation,Grupo Alldax Carreira,"Brasília, DF",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=5ea67da0bc63f6dd&fccid=138de759a8681ffa&vjs=3
Data Scientist,Zé Delivery,"Home office in São Paulo, SP",Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=b8cc2843c67df6e3&fccid=7528b58389b851d3&vjs=3
Analista de Suporte N2 - Segmento Financeiro,DB,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1497c74265b2a1ab&fccid=98832d38444d971b&vjs=3
Software Engineer (Apps) 4,Wex Europe Services Ltd,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=1d81d47ea6fc81a4&fccid=67cf6319601a0310&vjs=3
Software Engineer (Apps) 4,WEX Inc.,Home office,Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=a87eaa436122d501&fccid=c9538b927313f8e0&vjs=3
(Delivery Center- JPA) Testes Automatizados - Sênior,Minsait an Indra Company,"João Pessoa, PB",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=9d81ff291ed1ce1f&fccid=dd616958bd9ddc12&vjs=3
Cyber Security Associate - AppSec,Atlas Governance,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=0e297a4bdc4d7b0a&fccid=6b24ff35a6d4705f&vjs=3
4215-CONTROLADORIA - ANALISTA CONTROLADORIA SR (CONSOLIDAÇÃO),Banco Bradesco SA,"Osasco, SP",Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=66f6f23ad3faff70&fccid=dd708ee3271585de&vjs=3
Estágio em Testes de Software,SiDi,"Campinas, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=5312d4ccc10ccbbf&fccid=d944f1c7c41daa58&vjs=3
Estágio em Gerenciamento de Integridade de Dutos Flexíveis,Baker Hughes,"Rio de Janeiro, RJ",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=db481e5770b62c79&fccid=f4c6ba597fc7aa75&vjs=3
Cientista de Dados SR,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2afe24cc38fb05c9&fccid=dd616958bd9ddc12&vjs=3
Product Design Principal Scientist / Crop Science,Bayer,"Uberlândia, MG",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=2704405f20441b7c&fccid=e08122e0e993cc32&vjs=3
Data Engineer,Bayer,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ddaa1ba903fb3b7c&fccid=e08122e0e993cc32&vjs=3
Analista de Governança de Dados,Dasa Tecnologia,"Home office in São Paulo, SP",Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=270011ab3f84355c&fccid=58c4fb2c24e12930&vjs=3
Cientista de Dados JR,Vibra Energia,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=f80ff2c35e90650e&fccid=72d4b3d08fa32b4e&vjs=3
Especialista Esteira de Crédito,Quem somos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ef366380b54b7895&fccid=632c48afba6abfc6&vjs=3
"Data Analyst, Consumer Apps",Google,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=42b7aa980389b4ae&fccid=a5b4499d9e91a5c6&vjs=3
Desenvolvedor(a) Back-End,Não encontrada,Home office,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=745c0a1e53371321&fccid=dd616958bd9ddc12&vjs=3
ANALISTA INFRAESTRUTURA TI PL - PLATAFORMA CLOUD - 4250 DITI,Banco Bradesco SA,"Osasco, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41a259d1041d4b46&fccid=dd708ee3271585de&vjs=3
Analista de Dados Pleno Bilíngue - Unidade Casa (Zona Sul de São Paulo),Atento TI,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=efb6722885281b25&fccid=f8203c63aa034166&vjs=3
Pen Tester - Red Team,3Elos,"Rio de Janeiro, RJ",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=540f31f8e3ff17ff&fccid=47165b9bf5f700b1&vjs=3
Analista Sênior de Prevenção à Fraude - Anaytics,banQi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5b0d6253c9918cf0&fccid=e35d0a3c34dbda60&vjs=3
Engenheira de Machine Learning Sênior,CUPRH,Home office,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=c10b89d8a48e0b77&fccid=f4683c5c6585f0ff&vjs=3
Analista Digital,Mobi2buy,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=46096e27bbdf078b&fccid=6c13fbcd42a2212d&vjs=3
Analista Desenvolvedor Delph,RDC Viagens,,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=4b0d6991c5d92093&fccid=1a6b671b58992ad5&vjs=3
Engenheiro de Dados,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=3ffc7e0edde3af2c&fccid=dd616958bd9ddc12&vjs=3
Bolsista,INSTITUTO EUVALDO LODI,,Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=0d388a0951b66847&fccid=1cbca0579d4bc836&vjs=3
Integration Engineer (Remote-LatAm),Loadsmart,"Home office in São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=6db8df5b5972540a&fccid=bf02915605893e1a&vjs=3
Especialista de Análise de Dados Latam (Seeds) - Uberlândia or São Paulo/SP,Syngenta,"Uberlândia, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=40c219ec94fcad14&fccid=212d266bb52619f8&vjs=3
Líder Técnico,Curriculum.com.br,,Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=72695b9390be870b&fccid=22d7ce555383096d&vjs=3
ANALISTA DE DADOS PLENO,Dois A Engenharia,"Natal, RN",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8e9e9aebf61c3653&fccid=bf862b0835642e0d&vjs=3
Analista de Logística Pleno,Ball Corporation,"São José dos Campos, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=8a9c385186be96e8&fccid=b037a338aef47a20&vjs=3
Operations Analyst,Rappi,"São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=e61171b20bf775c8&fccid=72647c43dd44e6cc&vjs=3
Data Science Analyst,Creditas,"Home office in São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=a06f295d8511c470&fccid=5938c0542db98e69&vjs=3
Desenvolvedor(a) Python Pleno/Sênior,Supero - Melhores Times. Melhores Soluções.,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=0e16d27369362af0&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Fullstack Python|React,Under Servers & Data Centers,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9a2ec9a559fdcf5c&fccid=8fbeb5fe4b896a4c&vjs=3
APPSEC,Conquest One,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9aa4f0148870f78f&fccid=feb8ee460433af19&vjs=3
Estagiário de Engenharia de Automação,Pradolux Indústria e Comércio LTDA,"Poços de Caldas, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7e2053f82ee00765&fccid=984e45cf3ba88972&vjs=3
Reporting and Data Analytics Specialist,Ball Corporation,"São José dos Campos, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=fa006802052971a4&fccid=b037a338aef47a20&vjs=3
Analista Gestão Crédito Estruturado,Opea,"São Paulo, SP",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=b6cb373fd68c165f&fccid=12cc789ac31be695&vjs=3
Desenvolvedor(a) de Integrações,Soft Expert,"Joinville, SC",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c9aa8b15f1a0506d&fccid=63a4d4233610b594&vjs=3
ESPECIALISTA EM CIÊNCIA DE DADOS,Eldorado,"Manaus, AM",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=db8f5acc4da085eb&fccid=70cf64a0b596b733&vjs=3
Dev Full Stack,Bradoo Technologies,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0d3d0879065ddbcd&fccid=058efdd5d8c8fd06&vjs=3
Desenvolvedor Back-End,Banco Ourinvest,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=65e2b3022f8d6ec6&fccid=c3654d1ce890331a&vjs=3
Gerente Analytics em Finanças,Itaú Unibanco,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=dcffc3d38cac123a&fccid=df3b23afae2f3514&vjs=3
Junior Cybersecurity Researcher,Samsung Electronics,"Campinas, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=5bd9a666e7f4bf1a&fccid=da3c7fed78dd1607&vjs=3
Analista,Curriculum.com.br,,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=de11ad5c2f037591&fccid=22d7ce555383096d&vjs=3
DESENVOLVEDOR PYTHON SÊNIOR,Unidas Tech,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=a1d4577d736907af&fccid=57da8a827ec4f861&vjs=3
Desenvolvedor(a) Full-stack,GeekHunter,"Home office in São Paulo, SP",PostedRecém publicada,https://br.indeed.com/rc/clk?jk=2dd4475c1190d773&fccid=9ba8dec3013c0c90&vjs=3
IT intern – Software Engineering,Wabtec,"Contagem, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6f9d0471c36624eb&fccid=4f4e9de46f588f62&vjs=3
Motor UWP Specialist,PIER.,Home office,Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=3696d4161d1c6531&fccid=be2ef265d969b4b9&vjs=3
BANCO DE TALENTOS - Desenvolvedor Backend,Solvimm,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=06a16dedb3aa8ce3&fccid=29551b5fb5d36206&vjs=3
Cientista de Dados SQL,GeekHunter,"Home office in Barueri, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=ae5c8f1c584571a3&fccid=9ba8dec3013c0c90&vjs=3
Analista de P&D Avançado SR,HT Micron,"São Leopoldo, RS",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=41220c2df805c38c&fccid=e2f9cb4961028f8c&vjs=3
"Software Engineer (English, Portuguese)",Google,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=59dd1cb302a740e3&fccid=a5b4499d9e91a5c6&vjs=3
Technical Artist Senior - CGI Development,CreativeDrive / Accenture,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=82dda9cf7910f6f1&fccid=dd616958bd9ddc12&vjs=3
Analista de Business Intelligence Junior,ITAPEVA Recuperação de Créditos,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=5b131ee46891aa96&fccid=4bda090c393d045d&vjs=3
Arquiteto Dynatrace,Capgemini,"São Paulo, SP",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=49c1569ab2b390d1&fccid=105ecfd0283f415f&vjs=3
Analista Pleno de Políticas de Crédito,Banco BV,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=3398eb6b4cd3c444&fccid=ceee6c892674bc45&vjs=3
Analista de Pesquisa Operacional,UELLO,Home office,Postedhá 13 dias,https://br.indeed.com/rc/clk?jk=1777f0794bbd2f50&fccid=9a56ad0fbe33688b&vjs=3
Equities Product Engineering - Securitized Derivatives,Goldman Sachs,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=50ee833cebb86a44&fccid=16a97ed26c75bf2d&vjs=3
ANALISTA ESTRATÉGIA DE COBRANÇA SR,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=45a635d9e6e7a316&fccid=f362771e1d0a24ae&vjs=3
Desenvolvedor Python,Criativa Recursos Humanos,"Belo Horizonte, MG",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=58fcfdeffe52764c&fccid=8707084ef72a9c4d&vjs=3
Engenheiro de dados,Myra,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8762f9ff8eb1dcdb&fccid=73374f7ff9297f4d&vjs=3
Rigid Engineer,TechnipFMC,"Rio de Janeiro, RJ",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=dacd2de7ea18b03b&fccid=1f21273599e9ffba&vjs=3
Pessoa Engenheira de Dados,Dom Desenvolvimento Humano,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=a93e9a7259a2b798&fccid=eefcd39b51445280&vjs=3
Analista de Produto (vaga focada em mulheres),Itaú,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=68e8b9ef3a1c5aa1&fccid=df3b23afae2f3514&vjs=3
QA Tester,Bexs,"São Paulo, SP",Postedhá 12 dias,https://br.indeed.com/rc/clk?jk=1b29eb39f737f4aa&fccid=852a595a80b823ae&vjs=3
Desenvolvedor de Sistemas,Cooperativa Central Crédito Estados Paraná São...,"Pato Branco, PR",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=ee8be9d908c3db5c&fccid=11946932aa9c6e22&vjs=3
IT Engineer Specialist (Python) - Modelo Híbrido,F1RST Tecnologia,"Hybrid remote in São Paulo, SP",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=506bec2d17e3d320&fccid=5990af9a79789b86&vjs=3
Assistente de Engenharia de Processos,Grendene,"Farroupilha, RS",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=fc8b78809472b8f2&fccid=db58cc2191148d25&vjs=3
Rating Analyst - IFR Latam,S&P Global,"São Paulo, SP",Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=1d2252da1d4ae4a9&fccid=b716e44d2c6283e7&vjs=3
Data Engineer - QuantumBlack,McKinsey & Company,"Rio de Janeiro, RJ",Postedhá 21 dias,https://br.indeed.com/rc/clk?jk=499c960636f19a67&fccid=6576e7250aa78c3c&vjs=3
Especialista de Pricing - São Paulo,tembici.,Home office,Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=5b126529e1faa7b1&fccid=90220ad0f8ca290d&vjs=3
"Senior Software Engineer, Latam",Netflix,"Alphaville, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=d77c83497c882163&fccid=66403b30a2c0d89c&vjs=3
Analista QA – Salvador – BA,BuscarVagas,"Salvador, BA",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=5e084f4bf9c5e8d2&fccid=73abce787a9b9ca5&vjs=3
Data Scientist,Ortigas & Company,"Estância, SE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0a294b101545bd36&fccid=b11c2b103674c175&vjs=3
Gerente de Riscos,PagBank PagSeguro,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2aa08b01a58cd8ea&fccid=8bdcb3c4087941be&vjs=3
Pricing Specialist,TABAS,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2d444bc51a7d86d0&fccid=22f439aa160875a6&vjs=3
Technical Account Manager - Infrastructure,UiPath,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cedc34ab0049f240&fccid=13eb996a084cac98&vjs=3
Desenvolvedor(a) Back-end,Escola Mais,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6a0d6b5561f0f545&fccid=2dbaab9186062736&vjs=3
Systems Engineer,Impinj,"Porto Alegre, RS",Postedhá 28 dias,https://br.indeed.com/company/Impinj/jobs/Systems-Engineer-7d1d846514be9347?fccid=c3e8a5d99db6c2ae&vjs=3
Engenheiro de Dados - Desenvolvedor BigData,Minsait an Indra Company,Home office,Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=83c1656603646433&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE TRATAMENTO DE DADOS - SUMARE,OEmprego,"Sumaré, SP",Postedhá 25 dias,https://br.indeed.com/rc/clk?jk=2b2c8cdf02b9ecb3&fccid=919b31f0a22ef58e&vjs=3
Desenvolvedor C++/C# para Desktop - PL,SiDi,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=6d94f4e069c84390&fccid=d944f1c7c41daa58&vjs=3
Desenvolvedor FullStack,Curriculum.com.br,"Home office in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=252aa2c32519e3d3&fccid=22d7ce555383096d&vjs=3
"Support Team Manager, SPM (formerly CallidusCloud)",SAP,"São Leopoldo, RS",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=bb8e9d0f5614ba7d&fccid=156c7820d1988640&vjs=3
Especialista em Business Intelligence-BI (São Paulo-SP),Dux Nutrition Lab,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=45739efd8e338220&fccid=bf3346e932d61531&vjs=3
Estatístico Jr,People Talent,"Home office in São Paulo, SP",Postedhá 1 dia,https://br.indeed.com/rc/clk?jk=423cf7a4ed1d40ea&fccid=60f824d29fbc1891&vjs=3
Animator,Kokku,"Recife, PE",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=e99c6ffb282004bb&fccid=a9b103e2a7eea1ea&vjs=3
ANALISTA DE DADOS JR,Banco BBC Digital,"São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=300aa648d20b4e04&fccid=08dc3b54348e2f0c&vjs=3
Especialista em Planejamento Financeiro SWVL São Paulo,Page Outsourcing Brasil,"Hybrid remote in São Paulo, SP",Postedhá 26 dias,https://br.indeed.com/rc/clk?jk=0278c52544ca7ac7&fccid=a49ac2f01d93ce5f&vjs=3
Data Analyst,Revolut,Home office,Postedhá 5 dias,https://br.indeed.com/rc/clk?jk=06ce7c49519379fe&fccid=1c00ce6833fa8f3d&vjs=3
Consultor de Modeling & Analytics,EY,"São Paulo, SP",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=b4cef4177d953205&fccid=1544766d4c2915b0&vjs=3
QA Automation Senior (SDET),Dextra,"Campinas, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=5ef8214f9d46c695&fccid=f11cf1a9f70181d8&vjs=3
CÓD. 150/2022 - CIENTISTA DE DADOS,Eldorado,"Manaus, AM",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=731ec5c4a5763ef4&fccid=70cf64a0b596b733&vjs=3
Desenvolvedor(a) Pleno Django,Não encontrada,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=d9966a722931930e&fccid=dd616958bd9ddc12&vjs=3
APPSEC,Iventis,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1a082d85cc4d339e&fccid=bc900bcfa36becde&vjs=3
Metasearch | Analista de Performance Marketing,Hurb,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=4a595ad4b4ff1664&fccid=a784efba46c28b98&vjs=3
Estágio de Desenvolvedor Web/App,Cheers,"Home office in Curitiba, PR",Postedhá 8 dias,https://br.indeed.com/rc/clk?jk=31d01954fdeae8fd&fccid=de0f798fe92f700f&vjs=3
Python Backend Engineer,Ghidini Rodil,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=16a56ce16359324e&fccid=18c7c5384bd7643c&vjs=3
ANALISTA DE INFRAESTRUTURA,Grupo Vamos,"Mogi das Cruzes, SP",Postedhá 11 dias,https://br.indeed.com/rc/clk?jk=0beafc880d8fa7e1&fccid=e48750de730ed84c&vjs=3
Analista de BI,Itix,Home office,Postedhá 28 dias,https://br.indeed.com/rc/clk?jk=ce9d2821411db2d9&fccid=6ac36e21e0d69e56&vjs=3
GERENTE CYBERSEC,Serasa,"São Paulo, SP",Postedhá 9 dias,https://br.indeed.com/rc/clk?jk=b4638c98d462f75b&fccid=e5c86fb795b26050&vjs=3
Assistente de BI(Business Intelligence ) - Canarana/MT,Sicredi,"Canarana, MT",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2ebd13a73b6f2716&fccid=0bedb393cb03c383&vjs=3
Desenvolvedor Web Full-Stack JR,#SejaShopper,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7aa0825799df96fe&fccid=8a6a593e20ed525c&vjs=3
Estágio Renda Fixa [Python],modalmais,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=7ff7b1f24b454c50&fccid=3562b4e1ab8eee23&vjs=3
System Database Administrator - DB2,Kyndryl,"Hortolândia, SP",Postedhá 2 dias,https://br.indeed.com/rc/clk?jk=8bdd3b0abdddcee7&fccid=c7e21868d667ab79&vjs=3
Pessoa Desenvolvedora Frontend React - SR,modalmais,Home office,Postedhá 14 dias,https://br.indeed.com/rc/clk?jk=09e13b6fc1ada255&fccid=3562b4e1ab8eee23&vjs=3
Engineering Manager - Data Platform (Python/Kubernetes),Canonical - Jobs,,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=34de40639de46fed&fccid=d40b824c7b625849&vjs=3
Estagio Analista de Dados Comerciais,Mais Estágios,"Curitiba, PR",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=1b7891dcc26d9edc&fccid=89abfccec15af8cc&vjs=3
Logistics Data Analytics Junior Associate,Shopee,"São Paulo, SP",Postedhá 22 dias,https://br.indeed.com/rc/clk?jk=8c894c8199dd2a48&fccid=0b476c4a7add47fe&vjs=3
Arquiteto(a) de Integrações,V8 Consulting,Home office,Postedhá 20 dias,https://br.indeed.com/rc/clk?jk=a838ad34065062ca&fccid=e3c875d294ea256a&vjs=3
DESENVOLVEDOR(A) MACHINE LEARNING,Eldorado,"Brasília, DF",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=35767f950125b52e&fccid=70cf64a0b596b733&vjs=3
Cloud Developer Specialist (R-Shiny / Python),dataRain Consulting - Careers,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=90894cf15b2ef70a&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Júnior Back-End,Não encontrada,"Belo Horizonte, MG",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=a83b27c5dda86454&fccid=dd616958bd9ddc12&vjs=3
Senior Software Engineer,Google,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=cb47c39f77a157a7&fccid=a5b4499d9e91a5c6&vjs=3
Machine Learning Engineer - QuantumBlack Labs,McKinsey & Company,"São Paulo, SP",Postedhá 15 dias,https://br.indeed.com/rc/clk?jk=4e0ca68c423447be&fccid=6576e7250aa78c3c&vjs=3
LÍDER DE ENGENHARIA DE DADOS,Neon Pagamentos,Home office in Brasil,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9d68ce08ed14e137&fccid=f362771e1d0a24ae&vjs=3
CONSULTOR CUSTOMER SUCCESS OPERATION III - SP,Vem Pra Vivo,"São Paulo, SP",Postedhá 4 dias,https://br.indeed.com/rc/clk?jk=acc620d6d8338c06&fccid=ad3d334e48bfbea9&vjs=3
Engenheira(o) de Software [Back End],Galena,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=210db287eb255007&fccid=c8dc4612c5598d9f&vjs=3
Desenvolvedor(a) Sênior,Não encontrada,"São Paulo, SP",Postedhá 19 dias,https://br.indeed.com/rc/clk?jk=8d5fed8a92ec22d7&fccid=dd616958bd9ddc12&vjs=3
Eng. de SW PL (React e Python) - Cesar LABS,Vem ser CESAR!,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=2cb4dccf047bb090&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Back-End,Guelt Investimentos,"Rio de Janeiro, RJ",Postedhá 29 dias,https://br.indeed.com/rc/clk?jk=0ce85945a08de013&fccid=658aea7c9f7c8b21&vjs=3
Data Quality Analyst,Ambev Tech,"Campinas, SP",Postedhá 30 dias,https://br.indeed.com/rc/clk?jk=ec77eb55ad9e7ae6&fccid=659e51f3cf9c394c&vjs=3
Analista de integrações ODI,Datum TI,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=16aebdf03a8ec26e&fccid=e267f08170cab296&vjs=3
Data Scientist,Hagloo,"São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=fb4b8332a6e04f51&fccid=2f967bb1c5335960&vjs=3
Analista de BI Sr. (CLT) - Remoto,Gran Cursos Online,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=9b032f9bc09a5977&fccid=7e2f0a7321ffe665&vjs=3
Pessoa Analista de Dados | Data Analytics,PicPay,Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=8f3764a7d1e607b7&fccid=c031daea3b1126ba&vjs=3
Analista de Conciliação,Zigpay+netPDV,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=bb502b991c241b48&fccid=32371cf6a3eeab78&vjs=3
Estágio em Automação de Processos (RPA),CIA Hering,"Blumenau, SC",PostedHoje,https://br.indeed.com/rc/clk?jk=cc79f2f4662ef6f5&fccid=a76c73cacfc7a3e6&vjs=3
Desenvolvedor Full Stack Python | React Js Senior - NIARA,"Grupo Hive | Omnibees, Bee2Pay e Niara",Home office,Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=0e53650d967d7f59&fccid=dd616958bd9ddc12&vjs=3
ANALISTA DE ENGENHARIA TI PLENO - Python,Itaú Unibanco,"São Paulo, SP",Postedhá 7 dias,https://br.indeed.com/rc/clk?jk=6f164b2a90ff2a8b&fccid=df3b23afae2f3514&vjs=3
Software Engineer (Python),Alana AI,"Home office in São Paulo, SP",Postedhá 30+ dias,https://br.indeed.com/rc/clk?jk=c3c42bab0c463bd0&fccid=88d8125a208a0a06&vjs=3
